airport,year,departures,arrivals,on_time_gate_departures,on_time_airport_departures,on_time_gate_arrivals,average_gate_departure_delay,average_taxi_out_time,average_taxi_out_delay,average_airport_departure_delay,average_airborne_delay,average_taxi_in_delay,average_block_delay,average_gate_arrival_delay,departure_cancellations,arrival_cancellations,departure_diversions,arrival_diversions
GYY,2004,261,259,0.5556,0.5939,0.5985,22.3,9.11,0.0,21.11,4.83,0.0,4.07,22.46,,,,
GYY,2005,796,802,0.6055,0.6256,0.5324,17.7,9.4,0.05,16.83,3.04,0.01,3.24,24.43,,,,
GYY,2006,435,433,0.5425,0.5494,0.5104,20.28,10.23,0.05,19.94,4.99,0.0,4.99,25.06,,,,
GYY,2007,703,691,0.5889,0.5875,0.5253,22.39,11.03,0.06,22.42,4.41,0.0,4.58,23.96,,,,
GYY,2008,425,446,0.6094,0.6071,0.5852,21.96,11.15,0.09,22.02,3.44,0.0,3.47,20.1,,,,
GYY,2009,367,356,0.5232,0.5313,0.4972,25.3,11.11,0.07,25.27,4.23,0.0,3.9,25.58,,,,
GYY,2010,432,444,0.4907,0.4907,0.4932,27.3,11.16,0.11,27.41,3.84,0.0,3.44,24.7,,,,
GYY,2011,499,530,0.6012,0.5972,0.5736,19.05,11.13,0.09,19.18,3.47,0.0,2.57,22.69,,,,
GYY,2012,716,738,0.6131,0.6103,0.584,21.06,11.12,0.09,21.26,3.3,0.0,2.72,21.5,,,,
GYY,2013,519,540,0.5511,0.5472,0.6704,23.26,11.29,0.24,23.91,2.64,0.0,2.89,15.17,,,,
GYY,2014,729,752,0.5857,0.561,0.5505,22.02,11.57,0.33,22.93,3.12,0.0,3.59,23.08,,,,
OXR,2011,360,486,0.7389,0.6833,0.7469,13.05,8.91,1.86,14.96,2.32,1.1,2.88,16.2,,,,
OXR,2012,485,559,0.7608,0.7443,0.7871,10.07,9.76,1.54,11.67,1.59,0.79,2.1,13.88,,,,
OXR,2013,531,610,0.8606,0.855,0.8344,6.59,11.17,0.14,6.76,1.23,0.0,1.56,7.49,,,,
OXR,2014,530,639,0.834,0.8283,0.82,7.76,11.26,0.15,8.01,1.03,0.0,1.23,9.44,,,,
RFD,2004,1946,1935,0.6912,0.6598,0.7907,13.2,7.04,1.78,14.5,2.27,0.81,3.6,11.39,,,,
RFD,2005,7951,7856,0.7536,0.7214,0.7514,11.31,7.57,2.21,12.7,1.64,0.62,3.16,12.01,,,,
RFD,2009,6156,6016,0.7854,0.7508,0.7947,10.58,7.81,1.65,12.11,1.79,0.25,3.06,10.21,,,,
RFD,2010,5439,5401,0.7404,0.7038,0.7413,12.72,8.63,2.12,14.79,1.77,0.38,2.55,12.28,,,,
RFD,2014,4500,4481,0.7836,0.7702,0.8076,11.21,11.34,0.27,11.79,2.18,0.0,2.64,11.05,,,,
TEB,2004,28711,28964,0.2889,0.3104,0.38,38.41,9.11,0.0,36.89,6.28,0.0,6.09,31.14,,,,
TEB,2005,29219,29332,0.2945,0.2885,0.3495,37.84,9.44,0.54,38.3,6.23,0.26,7.44,34.28,,,,
TEB,2006,29286,29520,0.3088,0.3151,0.3598,37.94,10.33,0.05,37.47,5.67,0.0,6.05,32.7,,,,
TEB,2007,30326,30630,0.2956,0.2951,0.3583,39.86,11.05,0.08,39.9,5.9,0.01,6.58,33.33,,,,
TEB,2008,26049,25870,0.2786,0.2774,0.3611,38.56,11.2,0.14,38.69,5.69,0.0,6.21,33.41,,,,
TEB,2009,20989,20866,0.2467,0.2457,0.3979,40.8,11.15,0.1,40.87,5.22,0.0,5.12,31.05,,,,
TEB,2010,22793,22898,0.2786,0.2767,0.3791,38.17,11.2,0.14,38.31,5.26,0.0,5.15,31.97,,,,
TEB,2011,24396,24798,0.3185,0.317,0.3982,35.25,11.16,0.11,35.4,5.39,0.0,5.05,30.94,,,,
TEB,2012,24396,24778,0.3328,0.3286,0.4084,34.13,11.18,0.13,34.41,4.78,0.0,4.53,30.07,,,,
TEB,2013,28656,28748,0.326,0.315,0.399,34.93,11.48,0.4,35.84,4.44,0.0,5.24,30.95,,,,
TEB,2014,29836,29781,0.327,0.3121,0.4065,35.26,11.73,0.43,36.4,5.15,0.0,6.19,31.38,,,,
VNY,2004,1331,1301,0.29,0.3178,0.392,35.15,9.2,0.0,33.65,3.71,0.0,3.33,32.86,,,,
VNY,2005,5235,5169,0.293,0.2835,0.3562,33.75,9.55,0.53,34.27,3.73,0.27,4.64,34.5,,,,
VNY,2006,6142,6112,0.3097,0.3167,0.3724,32.83,10.33,0.05,32.34,3.32,0.0,3.81,32.3,,,,
VNY,2007,6179,6349,0.2936,0.2921,0.3853,34.96,11.06,0.09,35.01,3.22,0.01,3.91,32.42,,,,
VNY,2008,4282,4469,0.2756,0.2723,0.3571,34.45,11.24,0.16,34.63,4.86,0.0,5.21,34.18,,,,
VNY,2009,2986,3005,0.2971,0.2954,0.3241,33.86,11.15,0.1,33.95,5.14,0.0,5.02,34.88,,,,
VNY,2010,3420,3500,0.3023,0.3018,0.3394,33.63,11.22,0.15,33.8,4.76,0.0,4.77,34.37,,,,
VNY,2011,4134,4134,0.3474,0.3454,0.3752,30.96,11.17,0.12,31.12,4.69,0.0,4.59,30.91,,,,
VNY,2012,4753,4787,0.3909,0.3859,0.4299,28.5,11.2,0.14,28.81,3.57,0.0,3.84,28.42,,,,
VNY,2013,6096,6165,0.3924,0.3778,0.4513,28.61,11.48,0.4,29.53,2.15,0.0,2.91,27.79,,,,
VNY,2014,7412,7573,0.4014,0.3841,0.4507,28.87,11.7,0.4,29.96,2.92,0.0,3.89,28.97,,,,
ABQ,2004,53971,53818,0.803,0.7809,0.7921,10.38,9.89,2.43,12.1,2.46,0.83,2.55,10.87,242.0,235.0,71.0,46.0
ABQ,2005,51829,51877,0.814,0.7922,0.8001,9.6,9.79,2.29,11.2,2.26,0.89,2.34,10.24,221.0,190.0,61.0,33.0
ABQ,2006,49682,51199,0.7983,0.7756,0.7746,10.84,9.89,2.16,12.33,2.12,0.84,2.66,11.82,392.0,329.0,71.0,124.0
ABQ,2007,53255,53611,0.8005,0.7704,0.7647,11.29,10.34,2.4,12.95,2.19,1.29,3.06,12.71,366.0,304.0,107.0,45.0
ABQ,2008,49589,49512,0.8103,0.7844,0.7875,10.79,10.41,2.41,12.32,1.82,1.03,2.79,11.48,333.0,300.0,79.0,42.0
ABQ,2009,42550,42704,0.8341,0.8147,0.8224,9.24,9.88,1.89,10.45,1.74,0.92,1.98,9.27,192.0,162.0,74.0,26.0
ABQ,2010,42302,42169,0.8144,0.7907,0.8047,10.25,9.95,2.05,11.58,1.66,0.95,1.9,10.23,222.0,177.0,71.0,50.0
ABQ,2011,42283,42297,0.8072,0.7758,0.8022,10.81,10.5,2.51,12.57,1.58,0.84,1.87,10.63,345.0,294.0,77.0,61.0
ABQ,2012,39105,39107,0.8219,0.794,0.8177,10.55,10.27,2.32,12.11,1.41,0.98,1.8,9.73,237.0,181.0,65.0,60.0
ABQ,2013,35277,34989,0.771,0.7402,0.7554,12.56,10.77,2.64,14.28,1.6,0.92,2.35,12.76,232.0,212.0,62.0,46.0
ABQ,2014,33292,33137,0.7451,0.7148,0.732,14.3,10.64,2.41,15.99,1.73,1.02,2.4,14.72,315.0,274.0,66.0,37.0
ANC,2004,16503,15511,0.7109,0.677,0.6502,21.45,12.41,2.92,23.05,4.03,1.08,5.93,22.62,473.0,532.0,73.0,30.0
ANC,2005,72043,67034,0.7394,0.7061,0.6955,18.36,12.19,2.78,19.97,3.65,1.01,4.96,19.35,424.0,484.0,74.0,31.0
ANC,2006,75708,69995,0.7771,0.7455,0.711,15.56,12.84,2.54,17.07,4.29,0.72,5.83,17.71,367.0,436.0,88.0,50.0
ANC,2007,78741,73323,0.7838,0.7457,0.7196,15.69,13.19,2.29,17.52,5.13,0.39,5.87,18.09,359.0,423.0,93.0,54.0
ANC,2008,76606,72479,0.7972,0.7698,0.7573,13.45,13.44,1.86,14.72,5.13,0.63,5.93,15.89,268.0,355.0,97.0,57.0
ANC,2009,67252,63135,0.8112,0.7952,0.8264,15.1,12.49,1.55,15.88,3.85,0.31,4.19,15.95,354.0,421.0,84.0,80.0
ANC,2010,73089,68125,0.7992,0.776,0.8045,17.77,11.97,1.79,18.83,3.75,0.37,3.91,20.28,149.0,204.0,84.0,32.0
ANC,2011,72556,66845,0.8276,0.805,0.8292,14.56,11.89,1.66,15.6,3.92,0.55,4.01,13.93,191.0,265.0,87.0,36.0
ANC,2012,70322,66453,0.8442,0.8235,0.8521,10.01,11.71,1.52,11.0,3.86,0.34,3.75,9.33,216.0,284.0,78.0,36.0
ANC,2013,69984,65469,0.8432,0.8228,0.8631,9.18,12.03,1.51,10.09,3.4,0.47,3.82,8.46,141.0,184.0,65.0,40.0
ANC,2014,71099,66704,0.8288,0.8074,0.86,11.33,11.33,1.33,12.34,4.09,0.54,4.57,10.82,111.0,162.0,74.0,28.0
ATL,2004,477323,473249,0.7596,0.5757,0.737,13.59,20.45,8.73,21.36,5.0,2.79,4.69,15.31,7870.0,8433.0,737.0,772.0
ATL,2005,484570,480171,0.7413,0.6216,0.7337,15.5,18.52,7.26,21.8,4.24,2.72,4.62,17.23,13837.0,14480.0,790.0,1080.0
ATL,2006,483334,478735,0.715,0.5324,0.7205,16.2,20.38,9.63,24.85,3.71,4.13,4.72,16.95,6624.0,7301.0,913.0,787.0
ATL,2007,491826,486799,0.7167,0.5713,0.7446,16.77,19.67,8.28,24.18,3.88,4.17,4.43,16.09,6796.0,7790.0,920.0,1045.0
ATL,2008,482903,478627,0.7696,0.6071,0.7559,13.86,20.6,9.01,21.59,4.11,4.07,5.09,15.71,5830.0,6705.0,982.0,1072.0
ATL,2009,479957,475882,0.7775,0.59,0.7335,13.2,21.84,9.73,21.48,3.31,4.75,5.7,16.54,5324.0,6303.0,1064.0,1116.0
ATL,2010,469542,465911,0.7961,0.6405,0.7956,12.82,21.26,8.61,19.9,2.66,4.32,3.67,14.16,8198.0,9279.0,971.0,945.0
ATL,2011,454954,453734,0.8008,0.673,0.8068,12.2,20.33,7.52,18.25,2.41,4.0,3.54,12.56,6555.0,7484.0,903.0,812.0
ATL,2012,457501,455968,0.832,0.7401,0.8422,9.84,18.8,6.03,14.44,1.62,3.13,2.89,10.27,2259.0,2782.0,798.0,655.0
ATL,2013,448180,445498,0.7917,0.7025,0.807,12.28,18.2,5.83,16.98,2.38,2.6,3.64,12.74,2916.0,3450.0,870.0,655.0
ATL,2014,428954,428312,0.7899,0.7134,0.8123,11.99,17.4,4.92,15.93,2.74,2.77,3.21,12.42,5977.0,6483.0,781.0,655.0
AUS,2004,14094,14052,0.7845,0.7658,0.7486,12.05,11.0,2.33,13.73,2.85,0.82,3.26,13.95,477.0,436.0,53.0,40.0
AUS,2005,55790,55678,0.8107,0.7892,0.7641,10.31,10.98,2.42,12.04,2.61,0.99,2.74,12.62,435.0,411.0,57.0,76.0
AUS,2006,56809,56704,0.7826,0.7579,0.7424,12.29,11.33,2.34,13.95,2.39,1.02,3.28,14.35,440.0,387.0,82.0,51.0
AUS,2007,62255,62685,0.7789,0.7499,0.7241,12.84,12.1,2.74,14.79,2.41,1.27,3.45,15.39,827.0,773.0,116.0,114.0
AUS,2008,60425,60559,0.7986,0.773,0.7473,11.77,12.11,2.6,13.51,2.05,1.02,3.06,14.42,732.0,688.0,95.0,86.0
AUS,2009,53686,53651,0.8154,0.7943,0.772,10.91,11.67,2.05,12.23,2.26,1.16,2.69,12.73,298.0,261.0,72.0,69.0
AUS,2010,54502,54481,0.8068,0.7857,0.7734,10.98,11.46,1.91,12.18,1.88,0.91,2.36,12.38,356.0,307.0,74.0,67.0
AUS,2011,55584,55526,0.8051,0.7841,0.7738,11.29,11.38,1.97,12.56,1.65,0.97,2.42,12.56,425.0,399.0,102.0,30.0
AUS,2012,56043,55752,0.8083,0.784,0.7769,10.98,11.59,2.25,12.46,1.69,1.18,2.46,12.3,353.0,323.0,80.0,60.0
AUS,2013,58240,58316,0.7716,0.7433,0.7261,13.25,11.8,2.33,14.85,1.8,1.19,3.04,16.35,390.0,318.0,84.0,80.0
AUS,2014,60588,60264,0.7627,0.7382,0.7222,14.16,11.76,2.06,15.59,2.25,1.08,2.88,16.2,484.0,435.0,88.0,97.0
BDL,2004,52897,52093,0.8222,0.7719,0.768,10.26,13.58,3.95,13.1,2.95,0.89,3.48,12.95,426.0,368.0,70.0,26.0
BDL,2005,58287,57128,0.8108,0.7668,0.7549,11.34,13.03,3.66,13.86,3.06,1.03,3.38,14.02,719.0,669.0,74.0,32.0
BDL,2006,54169,53701,0.794,0.7496,0.7488,12.09,13.02,3.32,14.51,2.9,1.01,3.47,14.12,561.0,486.0,78.0,34.0
BDL,2007,52603,52050,0.783,0.7305,0.7226,13.64,13.71,3.76,16.59,3.12,1.19,3.7,15.85,757.0,685.0,82.0,40.0
BDL,2008,47467,46956,0.8105,0.7682,0.7525,12.27,13.56,3.32,14.74,3.39,1.08,3.46,14.4,587.0,499.0,74.0,80.0
BDL,2009,39994,39698,0.8349,0.7944,0.7933,10.26,13.02,2.89,12.33,2.97,0.86,2.93,11.7,347.0,314.0,79.0,52.0
BDL,2010,39685,39309,0.8154,0.7707,0.7748,10.79,13.07,3.0,12.89,3.04,0.97,3.19,12.62,466.0,425.0,71.0,35.0
BDL,2011,42774,42628,0.8042,0.7676,0.7715,12.24,12.81,2.67,14.15,2.9,0.99,2.78,13.42,614.0,554.0,54.0,35.0
BDL,2012,39274,39122,0.8166,0.7863,0.7832,11.2,12.4,2.33,12.77,2.34,0.76,2.43,12.46,295.0,257.0,48.0,26.0
BDL,2013,38505,38508,0.7931,0.7521,0.7493,12.7,12.62,2.69,14.8,2.46,0.9,2.97,14.58,364.0,331.0,45.0,17.0
BDL,2014,39279,39109,0.7953,0.7605,0.7569,12.64,12.76,2.58,14.39,2.34,0.95,2.64,14.79,467.0,421.0,57.0,32.0
BHM,2004,9336,9557,0.7822,0.7528,0.7282,12.41,10.5,2.77,14.25,2.45,1.07,2.63,14.41,402.0,332.0,71.0,24.0
BHM,2005,36146,36973,0.7815,0.7555,0.719,12.01,10.64,2.93,13.86,2.47,0.99,2.55,14.95,419.0,395.0,63.0,25.0
BHM,2006,33169,33672,0.7537,0.7279,0.6976,14.13,11.11,2.66,15.96,2.54,0.94,3.33,16.07,287.0,257.0,53.0,30.0
BHM,2007,35612,35925,0.7583,0.7257,0.7055,14.55,11.77,2.84,16.69,2.68,0.81,3.28,17.23,459.0,371.0,59.0,23.0
BHM,2008,34605,34766,0.7715,0.7406,0.7289,13.82,11.94,2.88,15.82,2.14,0.65,3.0,15.37,385.0,341.0,58.0,42.0
BHM,2009,29422,29959,0.7785,0.7362,0.7443,13.02,12.38,3.21,15.3,1.82,0.73,2.77,14.34,249.0,209.0,61.0,64.0
BHM,2010,29563,29907,0.7792,0.7303,0.7449,12.62,12.54,3.22,15.07,1.5,0.75,2.28,13.49,315.0,266.0,60.0,55.0
BHM,2011,27376,27705,0.7898,0.7573,0.7509,12.37,11.8,2.34,13.84,1.59,0.62,2.32,13.38,266.0,243.0,42.0,55.0
BHM,2012,26436,26597,0.8107,0.7832,0.7638,11.45,11.86,2.21,12.89,1.28,0.71,1.93,13.18,147.0,143.0,31.0,18.0
BHM,2013,24460,24402,0.7691,0.7327,0.7165,13.62,12.45,2.6,15.48,1.55,1.03,2.85,15.4,203.0,186.0,50.0,52.0
BHM,2014,23725,23682,0.7421,0.7183,0.7016,15.58,12.19,2.05,16.75,1.74,0.93,2.93,16.7,336.0,311.0,46.0,30.0
BNA,2004,84167,84551,0.7849,0.7597,0.7638,11.37,10.63,2.5,13.34,3.52,0.75,2.83,12.8,752.0,723.0,163.0,49.0
BNA,2005,83922,84108,0.7837,0.7614,0.7655,11.61,10.9,2.51,13.43,3.48,0.89,2.57,12.79,706.0,642.0,138.0,84.0
BNA,2006,80868,80903,0.7649,0.7339,0.7472,13.18,11.6,2.74,15.21,3.35,1.0,2.82,14.26,739.0,712.0,187.0,87.0
BNA,2007,81020,81183,0.7513,0.7282,0.7265,14.56,11.51,2.37,16.08,3.26,1.31,3.11,15.83,973.0,931.0,163.0,82.0
BNA,2008,75174,75172,0.7713,0.7424,0.7518,13.75,11.66,2.56,15.57,2.88,1.1,2.95,14.53,791.0,743.0,169.0,58.0
BNA,2009,69219,69209,0.7961,0.7722,0.7871,12.05,11.37,2.18,13.35,2.61,1.03,2.72,12.04,573.0,496.0,132.0,78.0
BNA,2010,69024,69292,0.7733,0.736,0.783,12.74,11.8,2.64,14.54,2.3,1.09,2.52,11.87,886.0,830.0,137.0,98.0
BNA,2011,69429,69281,0.7883,0.7602,0.7869,12.51,11.51,2.43,14.06,1.94,0.86,2.48,12.22,795.0,772.0,140.0,79.0
BNA,2012,69369,69234,0.8155,0.791,0.805,11.02,11.28,2.24,12.32,1.68,0.97,2.13,11.09,579.0,527.0,100.0,89.0
BNA,2013,71623,71103,0.7639,0.7292,0.7599,13.91,12.07,2.96,15.84,1.61,1.19,2.76,13.85,870.0,775.0,157.0,71.0
BNA,2014,70497,70414,0.7404,0.7064,0.7364,15.44,12.15,2.71,17.31,1.85,1.21,3.01,15.4,1266.0,1222.0,152.0,60.0
BOS,2004,188413,184869,0.8095,0.7234,0.7755,11.35,18.2,6.25,16.15,3.96,1.91,4.45,12.95,3332.0,3343.0,269.0,127.0
BOS,2005,190420,185755,0.7728,0.6902,0.7267,14.0,18.04,5.91,18.53,4.48,2.25,5.19,16.65,4199.0,4155.0,266.0,185.0
BOS,2006,187003,182418,0.7739,0.694,0.7175,14.18,18.25,5.9,18.61,4.43,1.82,5.14,17.55,3359.0,3302.0,377.0,142.0
BOS,2007,183078,179565,0.7553,0.6567,0.7024,15.82,19.3,6.8,21.48,4.55,2.23,5.01,18.48,4379.0,4257.0,268.0,192.0
BOS,2008,170491,166566,0.7897,0.7075,0.7311,14.03,18.91,5.84,18.72,4.79,1.75,4.79,17.44,3655.0,3601.0,354.0,183.0
BOS,2009,162271,160775,0.8209,0.7492,0.7649,11.52,18.32,5.39,15.59,4.22,1.64,4.22,14.92,2891.0,2838.0,284.0,126.0
BOS,2010,164933,162520,0.8095,0.727,0.7612,11.7,18.39,5.47,15.99,4.32,1.49,4.24,14.6,3071.0,3035.0,275.0,137.0
BOS,2011,168358,164961,0.7878,0.7065,0.7378,13.38,18.15,5.2,17.57,4.26,2.02,4.24,16.17,3621.0,3633.0,320.0,113.0
BOS,2012,161639,158227,0.8204,0.7563,0.795,11.56,17.15,4.23,14.82,3.53,1.86,3.0,11.98,1498.0,1523.0,215.0,79.0
BOS,2013,167549,164108,0.7987,0.7174,0.7682,12.81,18.19,5.29,17.08,3.2,1.87,3.46,13.77,1640.0,1633.0,275.0,148.0
BOS,2014,170013,165166,0.8067,0.7295,0.7696,11.73,18.19,5.0,15.68,3.23,1.62,3.23,13.8,2316.0,2330.0,349.0,121.0
BUF,2004,12215,12188,0.7764,0.7403,0.7173,12.94,12.41,3.16,15.0,2.29,0.85,2.85,15.89,514.0,435.0,40.0,46.0
BUF,2005,46558,46582,0.7535,0.716,0.7104,14.94,12.46,3.32,17.14,2.08,1.21,3.14,16.67,456.0,416.0,41.0,35.0
BUF,2006,45322,45345,0.7477,0.712,0.7095,15.26,12.62,3.17,17.51,2.46,1.16,3.59,16.63,559.0,489.0,87.0,37.0
BUF,2007,44568,44509,0.729,0.6837,0.6785,17.39,13.03,3.25,20.01,3.41,0.83,4.07,19.13,689.0,622.0,54.0,46.0
BUF,2008,43245,42984,0.7606,0.7239,0.7287,16.06,12.88,3.02,18.18,3.56,0.93,3.82,16.65,611.0,539.0,60.0,37.0
BUF,2009,40467,40256,0.7901,0.7502,0.761,13.9,12.88,3.02,16.17,3.33,1.0,3.07,13.92,344.0,301.0,38.0,45.0
BUF,2010,39546,39398,0.7826,0.7362,0.7534,13.93,12.95,3.1,16.25,3.08,1.03,2.83,14.56,483.0,421.0,46.0,33.0
BUF,2011,39067,38890,0.7663,0.7338,0.7574,15.14,12.08,2.38,16.74,2.66,0.78,2.76,14.96,387.0,362.0,45.0,27.0
BUF,2012,38909,38714,0.7857,0.7638,0.7744,13.48,11.54,1.88,14.63,2.37,0.9,2.28,13.34,330.0,298.0,35.0,36.0
BUF,2013,38706,38393,0.7736,0.7248,0.7437,14.56,12.71,3.22,16.95,2.33,1.15,2.76,15.31,422.0,356.0,27.0,21.0
BUF,2014,34314,34112,0.7584,0.7237,0.7376,15.53,12.17,2.42,17.26,2.33,0.7,2.5,15.96,612.0,562.0,46.0,27.0
BUR,2004,38148,37293,0.7792,0.7637,0.7703,11.33,10.28,2.12,12.78,2.55,0.58,2.33,11.73,263.0,260.0,98.0,23.0
BUR,2005,40769,40424,0.7733,0.7435,0.747,11.33,10.93,2.73,13.47,2.66,0.89,2.89,12.56,285.0,235.0,110.0,19.0
BUR,2006,42697,42915,0.7762,0.7414,0.7631,11.4,11.56,2.74,13.5,2.57,0.58,2.63,11.79,427.0,400.0,217.0,69.0
BUR,2007,43833,43406,0.7804,0.7448,0.7707,11.79,11.89,2.74,13.86,2.8,0.69,2.52,11.99,517.0,477.0,288.0,34.0
BUR,2008,40341,40135,0.7948,0.772,0.7942,10.78,11.6,2.24,12.24,2.29,0.71,2.16,10.9,535.0,507.0,141.0,56.0
BUR,2009,34863,34744,0.8419,0.8302,0.8305,8.3,10.9,1.72,9.19,2.4,0.57,1.73,8.61,412.0,390.0,115.0,47.0
BUR,2010,34610,34039,0.8092,0.7926,0.8027,9.99,10.76,1.89,11.16,2.02,0.66,1.74,9.96,465.0,444.0,124.0,46.0
BUR,2011,32875,32495,0.8194,0.7992,0.7949,9.6,10.95,2.07,10.81,2.07,0.59,2.06,10.38,493.0,426.0,76.0,66.0
BUR,2012,32152,31902,0.8369,0.8173,0.8249,8.88,10.94,2.09,10.16,1.81,0.59,1.56,8.8,488.0,456.0,33.0,40.0
BUR,2013,31469,31215,0.8072,0.7889,0.8009,10.2,10.77,1.87,11.44,1.73,0.51,1.62,10.14,399.0,386.0,30.0,8.0
BUR,2014,30148,29885,0.7821,0.7613,0.7657,11.3,10.86,1.95,12.58,2.05,0.52,1.84,12.19,427.0,403.0,36.0,39.0
BWI,2004,131690,131476,0.781,0.7491,0.7853,11.53,12.09,3.14,14.07,4.65,1.06,2.99,12.14,1186.0,1093.0,162.0,176.0
BWI,2005,132011,131803,0.7682,0.7354,0.7787,12.58,12.05,3.39,15.28,4.33,1.11,2.76,12.66,1407.0,1313.0,153.0,150.0
BWI,2006,131521,131308,0.7608,0.7255,0.7703,13.35,11.98,3.17,15.8,4.14,0.92,2.69,13.13,1127.0,1057.0,165.0,172.0
BWI,2007,130735,130812,0.748,0.702,0.7493,14.67,12.5,3.59,17.67,3.83,1.41,3.21,14.58,1759.0,1614.0,154.0,162.0
BWI,2008,123340,123587,0.7833,0.7467,0.7824,13.24,12.0,2.97,15.53,3.37,1.22,2.88,13.23,1002.0,964.0,206.0,128.0
BWI,2009,121056,120992,0.7886,0.7335,0.8134,12.09,12.82,3.82,15.24,3.06,1.43,2.69,10.74,1042.0,970.0,206.0,172.0
BWI,2010,124683,124272,0.7613,0.7112,0.7952,13.1,12.52,3.39,15.8,3.1,1.66,2.83,11.51,2282.0,2180.0,203.0,229.0
BWI,2011,127281,126806,0.773,0.7239,0.8038,13.55,12.53,3.35,16.31,2.75,1.54,2.77,11.92,1567.0,1418.0,177.0,310.0
BWI,2012,124035,123690,0.7756,0.7216,0.8055,13.02,12.65,3.46,15.78,2.55,1.69,2.83,11.56,1511.0,1400.0,151.0,296.0
BWI,2013,118012,117135,0.7305,0.6674,0.7756,15.23,13.1,3.92,18.53,2.28,2.05,2.84,12.83,954.0,878.0,145.0,208.0
BWI,2014,110589,110243,0.7159,0.6517,0.7672,16.1,13.34,3.97,19.4,3.27,1.74,2.75,13.73,1588.0,1549.0,213.0,181.0
CLE,2004,122511,121774,0.8433,0.7643,0.7949,9.31,17.06,6.18,13.63,3.76,1.59,4.56,11.9,1438.0,1498.0,173.0,131.0
CLE,2005,122375,121467,0.8304,0.7623,0.7798,10.15,16.84,5.44,13.91,3.36,1.91,4.38,12.72,1207.0,1216.0,158.0,152.0
CLE,2006,117753,116801,0.8323,0.7866,0.7861,10.34,15.81,4.09,13.05,3.12,1.14,3.95,12.86,1116.0,1114.0,182.0,164.0
CLE,2007,114795,114523,0.7907,0.7195,0.7518,12.89,16.07,4.76,16.64,3.7,1.8,4.41,14.93,1427.0,1422.0,182.0,125.0
CLE,2008,111315,111455,0.8072,0.7576,0.7842,12.53,14.71,3.53,15.18,3.48,1.19,3.46,13.47,1359.0,1306.0,178.0,156.0
CLE,2009,95317,95461,0.8599,0.8295,0.8456,8.97,13.06,2.52,10.66,3.04,0.87,2.42,9.39,628.0,578.0,131.0,90.0
CLE,2010,91769,91615,0.8416,0.7968,0.8151,9.88,12.98,2.98,12.09,2.98,1.25,3.2,11.06,801.0,809.0,117.0,55.0
CLE,2011,89033,89039,0.8135,0.778,0.7923,12.06,12.54,2.74,14.0,3.05,1.21,3.17,12.89,1022.0,1010.0,116.0,69.0
CLE,2012,85359,85279,0.8093,0.7809,0.8019,12.41,12.24,2.3,13.93,2.72,1.18,2.19,12.49,654.0,666.0,98.0,57.0
CLE,2013,85240,84805,0.7837,0.7384,0.7667,14.34,12.94,3.04,16.64,2.7,1.19,2.65,15.02,759.0,762.0,117.0,54.0
CLE,2014,60369,60247,0.7761,0.7203,0.7512,15.1,13.37,3.36,17.84,2.47,1.14,2.78,16.3,1282.0,1280.0,124.0,74.0
CLT,2004,211833,210977,0.7748,0.7225,0.8178,11.85,15.08,3.6,14.4,5.66,0.7,2.82,9.67,1519.0,1593.0,178.0,132.0
CLT,2005,241565,240918,0.7481,0.6569,0.7899,13.3,15.87,5.08,17.36,5.95,1.78,3.28,11.4,1715.0,1881.0,196.0,165.0
CLT,2006,234974,234521,0.7799,0.6602,0.7785,12.07,17.3,6.28,17.31,5.89,2.15,4.06,12.22,1569.0,1742.0,283.0,204.0
CLT,2007,241960,241616,0.7296,0.5971,0.7395,14.59,17.95,6.61,20.42,4.93,2.54,4.46,14.04,2170.0,2406.0,288.0,131.0
CLT,2008,248162,248224,0.7861,0.6276,0.7835,12.19,18.92,7.78,19.12,3.86,1.93,4.15,11.93,1986.0,2227.0,277.0,254.0
CLT,2009,238676,238622,0.8175,0.68,0.8058,10.31,18.47,7.03,16.31,2.98,1.55,3.8,10.53,1149.0,1331.0,254.0,165.0
CLT,2010,248474,248301,0.8324,0.739,0.8324,9.88,17.16,5.44,14.38,2.64,2.66,3.17,9.66,1616.0,1790.0,217.0,175.0
CLT,2011,254209,253986,0.7902,0.6927,0.7926,12.33,17.85,5.52,16.84,2.39,3.44,3.58,11.82,2230.0,2505.0,242.0,290.0
CLT,2012,260789,260134,0.8348,0.7641,0.8453,9.39,16.9,4.44,12.73,2.58,2.99,2.68,8.71,1097.0,1342.0,194.0,174.0
CLT,2013,263287,262066,0.805,0.7169,0.8076,11.37,17.79,5.18,15.41,3.36,2.86,3.6,11.02,1701.0,1968.0,260.0,159.0
CLT,2014,257713,257585,0.7841,0.7102,0.8166,12.23,16.75,4.19,15.69,3.09,3.11,2.93,10.55,1925.0,2145.0,163.0,214.0
CVG,2004,252037,251102,0.8091,0.7481,0.8077,10.71,15.74,3.98,14.13,5.43,0.71,3.13,10.98,5656.0,7136.0,319.0,320.0
CVG,2005,242191,241472,0.8382,0.7663,0.8276,8.84,15.77,4.64,12.78,4.54,1.52,2.8,9.86,4606.0,5803.0,350.0,256.0
CVG,2006,168752,168780,0.844,0.7892,0.8319,8.55,14.61,3.65,11.45,4.32,1.09,2.88,9.77,1816.0,2359.0,296.0,236.0
